Unnamed: 0,유투버,월,댓글 수,영상 수,감성점수
1384,바이도하,2023/02,42.0,3.0,0.8589140359145492
1385,바이도하,2023/03,123.0,5.0,0.8437975227658512
1386,바이도하,2023/04,153.0,6.0,0.8837881825864315
1387,바이도하,2023/05,126.0,6.0,0.8433882755537828
1388,바이도하,2023/06,160.0,3.0,0.8609254664394277
1389,바이도하,2023/07,179.0,6.0,0.8178361079254438
1390,바이도하,2023/08,33.0,4.0,0.7422187775373459
1391,박돌핀Bakdollphin,2022/08,13.0,4.0,0.7119297220789153
1392,박돌핀Bakdollphin,2022/09,8.0,3.0,0.5185073150528802
1393,박돌핀Bakdollphin,2022/10,0.0,0.0,
1394,박돌핀Bakdollphin,2022/11,48.0,4.0,0.4993081709200686
1395,박돌핀Bakdollphin,2022/12,7.0,2.0,0.6260170638561249
1396,박돌핀Bakdollphin,2023/01,4.0,2.0,0.8546517826616764
1397,박돌핀Bakdollphin,2023/02,11.0,2.0,0.33715580788350874
1398,박돌핀Bakdollphin,2023/03,9.0,2.0,0.5819082260131836
1399,박돌핀Bakdollphin,2023/04,13.0,3.0,0.6121287332928699
1400,박돌핀Bakdollphin,2023/05,3.0,1.0,0.3041815956433614
1401,박돌핀Bakdollphin,2023/06,5.0,2.0,0.7663994779189428
1402,박돌핀Bakdollphin,2023/07,12.0,3.0,0.759115273753802
1403,박돌핀Bakdollphin,2023/08,11.0,2.0,0.6224340969010403
1404,배령BELL,2022/08,95.0,6.0,0.7936797623907156
1405,배령BELL,2022/09,193.0,6.0,0.7638800270205376
1406,배령BELL,2022/10,90.0,3.0,0.7804413680204622
1407,배령BELL,2022/11,151.0,7.0,0.7711745979104723
1408,배령BELL,2022/12,140.0,4.0,0.6769810804100924
1409,배령BELL,2023/01,212.0,7.0,0.7849083063669845
1410,배령BELL,2023/02,164.0,7.0,0.796763365883134
1411,배령BELL,2023/03,175.0,8.0,0.6858037916827016
1412,배령BELL,2023/04,129.0,6.0,0.7785511845317872
1413,배령BELL,2023/05,220.0,8.0,0.7072206854989583
1414,배령BELL,2023/06,107.0,7.0,0.7251530139957933
1415,배령BELL,2023/07,89.0,4.0,0.7218805380210191
1416,배령BELL,2023/08,220.0,6.0,0.827050966205019
1417,보고싶진아,2022/08,133.0,3.0,0.7787122223251388
1418,보고싶진아,2022/09,142.0,4.0,0.8213578473733759
1419,보고싶진아,2022/10,217.0,6.0,0.6422521519773411
1420,보고싶진아,2022/11,186.0,5.0,0.7397371285593694
1421,보고싶진아,2022/12,168.0,6.0,0.6491713329003408
1422,보고싶진아,2023/01,112.0,3.0,0.718938064687129
1423,보고싶진아,2023/02,175.0,4.0,0.7675905576122006
1424,보고싶진아,2023/03,164.0,5.0,0.36167568161999436
1425,보고싶진아,2023/04,162.0,5.0,0.7725769746210244
1426,보고싶진아,2023/05,337.0,5.0,0.5302817320324363
1427,보고싶진아,2023/06,284.0,5.0,0.5829616626740097
1428,보고싶진아,2023/07,206.0,5.0,0.5097473082230434
1429,보고싶진아,2023/08,233.0,4.0,0.7775162861026371
1430,보니bonny,2022/08,3.0,1.0,0.7363454798857371
1431,보니bonny,2022/09,4.0,1.0,0.6369136657033648
1432,보니bonny,2022/10,0.0,0.0,
1433,보니bonny,2022/11,9.0,2.0,0.6379139843312177
1434,보니bonny,2022/12,1.0,3.0,0.9891555309295654
1435,보니bonny,2023/01,0.0,0.0,
1436,보니bonny,2023/02,2.0,2.0,0.8232858180999756
1437,보니bonny,2023/03,3.0,2.0,0.4654378692309062
1438,보니bonny,2023/04,0.0,1.0,
1439,보니bonny,2023/05,2.0,1.0,0.3014838844537735
1440,보니bonny,2023/06,0.0,0.0,
1441,보니bonny,2023/07,32.0,1.0,0.7963033927247879
1442,보니bonny,2023/08,2.0,2.0,0.8681831955909729
1443,보은 boeun,2022/08,0.0,0.0,
1444,보은 boeun,2022/09,0.0,0.0,
1445,보은 boeun,2022/10,0.0,0.0,
1446,보은 boeun,2022/11,0.0,0.0,
1447,보은 boeun,2022/12,0.0,0.0,
1448,보은 boeun,2023/01,0.0,0.0,
1449,보은 boeun,2023/02,0.0,0.0,
1450,보은 boeun,2023/03,0.0,0.0,
1451,보은 boeun,2023/04,0.0,0.0,
1452,보은 boeun,2023/05,0.0,0.0,
1453,보은 boeun,2023/06,0.0,1.0,
1454,보은 boeun,2023/07,0.0,0.0,
1455,보은 boeun,2023/08,0.0,0.0,
1456,뷰티마스터윤지연TVbeautymasterYOON,2022/08,61.0,1.0,0.6302406940911267
1457,뷰티마스터윤지연TVbeautymasterYOON,2022/09,12.0,1.0,0.36749955698063497
1458,뷰티마스터윤지연TVbeautymasterYOON,2022/10,79.0,1.0,0.6746230675830497
1459,뷰티마스터윤지연TVbeautymasterYOON,2022/11,51.0,1.0,0.8219966001808643
1460,뷰티마스터윤지연TVbeautymasterYOON,2022/12,0.0,0.0,
1461,뷰티마스터윤지연TVbeautymasterYOON,2023/01,0.0,0.0,
1462,뷰티마스터윤지연TVbeautymasterYOON,2023/02,0.0,0.0,
1463,뷰티마스터윤지연TVbeautymasterYOON,2023/03,0.0,0.0,
1464,뷰티마스터윤지연TVbeautymasterYOON,2023/04,0.0,0.0,
1465,뷰티마스터윤지연TVbeautymasterYOON,2023/05,0.0,0.0,
1466,뷰티마스터윤지연TVbeautymasterYOON,2023/06,16.0,2.0,0.8028245568275452
1467,뷰티마스터윤지연TVbeautymasterYOON,2023/07,0.0,0.0,
1468,뷰티마스터윤지연TVbeautymasterYOON,2023/08,0.0,0.0,
1469,뷰티엔젤,2022/08,4.0,2.0,0.45651745796203613
1470,뷰티엔젤,2022/09,9.0,5.0,0.6463446617126465
1471,뷰티엔젤,2022/10,5.0,3.0,0.8576192723380195
1472,뷰티엔젤,2022/11,8.0,4.0,0.6737990839914842
1473,뷰티엔젤,2022/12,2.0,5.0,0.8983540137608846
1474,뷰티엔젤,2023/01,12.0,4.0,0.4258392574265599
1475,뷰티엔젤,2023/02,1.0,4.0,0.7038166522979736
1476,뷰티엔젤,2023/03,1.0,3.0,0.09650570154190063
1477,뷰티엔젤,2023/04,2.0,2.0,0.5533143579959869
1478,뷰티엔젤,2023/05,0.0,0.0,
1479,뷰티엔젤,2023/06,0.0,0.0,
1480,뷰티엔젤,2023/07,0.0,0.0,
1481,뷰티엔젤,2023/08,0.0,0.0,
1482,뷰티트레이너쭈언니,2022/08,230.0,3.0,0.6868286575761094
1483,뷰티트레이너쭈언니,2022/09,346.0,2.0,0.587475106021281
1484,뷰티트레이너쭈언니,2022/10,73.0,1.0,0.7246372863567995
1485,뷰티트레이너쭈언니,2022/11,155.0,3.0,0.7537928809858349
1486,뷰티트레이너쭈언니,2022/12,133.0,3.0,0.8552564563747693
1487,뷰티트레이너쭈언니,2023/01,134.0,2.0,0.7947306401539044
1488,뷰티트레이너쭈언니,2023/02,245.0,3.0,0.7048410632962847
1489,뷰티트레이너쭈언니,2023/03,298.0,3.0,0.6348991771683623
1490,뷰티트레이너쭈언니,2023/04,205.0,2.0,0.7021408616384117
1491,뷰티트레이너쭈언니,2023/05,224.0,2.0,0.707070012073899
1492,뷰티트레이너쭈언니,2023/06,96.0,2.0,0.6136124579623194
1493,뷰티트레이너쭈언니,2023/07,109.0,2.0,0.7065009413860165
1494,뷰티트레이너쭈언니,2023/08,488.0,2.0,0.7563814522851249
1495,뷰티펄진주PEARL,2022/08,76.0,4.0,0.7739711356452211
1496,뷰티펄진주PEARL,2022/09,264.0,8.0,0.46000864675473185
1497,뷰티펄진주PEARL,2022/10,394.0,8.0,0.8578263342721122
1498,뷰티펄진주PEARL,2022/11,104.0,7.0,0.63777363927162
1499,뷰티펄진주PEARL,2022/12,128.0,8.0,0.6681707418056283
1500,뷰티펄진주PEARL,2023/01,158.0,5.0,0.3226670311634556
1501,뷰티펄진주PEARL,2023/02,226.0,8.0,0.8340093376285512
1502,뷰티펄진주PEARL,2023/03,201.0,7.0,0.6866724812893985
1503,뷰티펄진주PEARL,2023/04,157.0,5.0,0.813718581422307
1504,뷰티펄진주PEARL,2023/05,218.0,6.0,0.6885596119794722
1505,뷰티펄진주PEARL,2023/06,75.0,7.0,0.7455934784565753
1506,뷰티펄진주PEARL,2023/07,49.0,4.0,0.8020617571788106
1507,뷰티펄진주PEARL,2023/08,231.0,7.0,0.838852429757489
1508,뷰티홈즈,2022/08,0.0,0.0,
1509,뷰티홈즈,2022/09,0.0,0.0,
1510,뷰티홈즈,2022/10,0.0,0.0,
1511,뷰티홈즈,2022/11,9.0,1.0,0.661435998044908
1512,뷰티홈즈,2022/12,0.0,0.0,
1513,뷰티홈즈,2023/01,0.0,0.0,
1514,뷰티홈즈,2023/02,0.0,0.0,
1515,뷰티홈즈,2023/03,0.0,0.0,
1516,뷰티홈즈,2023/04,0.0,0.0,
1517,뷰티홈즈,2023/05,0.0,0.0,
1518,뷰티홈즈,2023/06,0.0,0.0,
1519,뷰티홈즈,2023/07,0.0,0.0,
1520,뷰티홈즈,2023/08,11.0,2.0,0.8386046522193484
1521,브이록,2022/08,473.0,3.0,0.589053629209166
1522,브이록,2022/09,405.0,3.0,0.50224058054759
1523,브이록,2022/10,38.0,1.0,0.7165868742501035
1524,브이록,2022/11,17.0,1.0,0.6381285893328396
1525,브이록,2022/12,0.0,0.0,
1526,브이록,2023/01,80.0,1.0,0.5342512477945686
1527,브이록,2023/02,0.0,0.0,
1528,브이록,2023/03,60.0,4.0,0.5297757660954948
1529,브이록,2023/04,296.0,9.0,0.5994049781606398
1530,브이록,2023/05,218.0,8.0,0.6749224096401785
1531,브이록,2023/06,543.0,10.0,0.6036263205876841
1532,브이록,2023/07,196.0,2.0,0.45463699239423905
1533,브이록,2023/08,56.0,2.0,0.5061770866390403
1534,비타1000서영,2022/08,0.0,0.0,
1535,비타1000서영,2022/09,5.0,1.0,0.5657652318477631
1536,비타1000서영,2022/10,0.0,0.0,
1537,비타1000서영,2022/11,0.0,0.0,
1538,비타1000서영,2022/12,17.0,3.0,0.781013238642897
1539,비타1000서영,2023/01,24.0,3.0,0.8012528174689838
1540,비타1000서영,2023/02,12.0,2.0,0.7184916891549763
1541,비타1000서영,2023/03,0.0,0.0,
1542,비타1000서영,2023/04,5.0,1.0,0.8451172063748041
1543,비타1000서영,2023/05,7.0,1.0,0.7738572325971391
1544,비타1000서영,2023/06,14.0,2.0,0.7559979408979416
1545,비타1000서영,2023/07,25.0,2.0,0.5718599102076363
1546,비타1000서영,2023/08,13.0,2.0,0.5580109526281771
1547,뽐니,2022/08,641.0,8.0,0.6860392433135538
1548,뽐니,2022/09,678.0,8.0,0.732376163509876
1549,뽐니,2022/10,404.0,5.0,0.8063483570019404
1550,뽐니,2022/11,676.0,9.0,0.732141298545103
1551,뽐니,2022/12,919.0,9.0,0.6543580456243318
1552,뽐니,2023/01,762.0,10.0,0.7098511536618188
1553,뽐니,2023/02,373.0,10.0,0.779026481594952
1554,뽐니,2023/03,473.0,7.0,0.7781725932200824
1555,뽐니,2023/04,249.0,7.0,0.7362259528945001
1556,뽐니,2023/05,467.0,6.0,0.7840817544502662
1557,뽐니,2023/06,385.0,8.0,0.6359467606203378
1558,뽐니,2023/07,332.0,6.0,0.7971698258800859
1559,뽐니,2023/08,554.0,9.0,0.7540326197256987
1560,상아튜브,2022/08,44.0,2.0,0.6947626971973563
1561,상아튜브,2022/09,166.0,3.0,0.8300833766345198
1562,상아튜브,2022/10,70.0,2.0,0.8256429253289332
1563,상아튜브,2022/11,46.0,2.0,0.673576205264865
1564,상아튜브,2022/12,81.0,4.0,0.7521118023624159
1565,상아튜브,2023/01,0.0,0.0,
1566,상아튜브,2023/02,66.0,2.0,0.7659794247150421
1567,상아튜브,2023/03,45.0,2.0,0.6265470204608781
1568,상아튜브,2023/04,45.0,3.0,0.6797570202448596
1569,상아튜브,2023/05,19.0,2.0,0.5926577897675066
1570,상아튜브,2023/06,47.0,2.0,0.5390409545999177
1571,상아튜브,2023/07,28.0,2.0,0.6552038444649606
1572,상아튜브,2023/08,15.0,1.0,0.6806630674673586
1573,상은언니,2022/08,104.0,3.0,0.8614890365039601
1574,상은언니,2022/09,30.0,2.0,0.6875778550193423
1575,상은언니,2022/10,48.0,2.0,0.7594224423692938
1576,상은언니,2022/11,74.0,3.0,0.7830511287406638
1577,상은언니,2022/12,162.0,4.0,0.8060401302605572
1578,상은언니,2023/01,28.0,2.0,0.7107876800000668
1579,상은언니,2023/02,99.0,3.0,0.7729221015822055
1580,상은언니,2023/03,116.0,3.0,0.7379211627855533
1581,상은언니,2023/04,29.0,2.0,0.7556451777132546
1582,상은언니,2023/05,152.0,3.0,0.735581713109403
1583,상은언니,2023/06,0.0,0.0,
1584,상은언니,2023/07,19.0,2.0,0.8406855474625315
1585,상은언니,2023/08,134.0,4.0,0.8170289909916292
1586,상자의 신발상자,2022/08,464.0,8.0,0.5481315536567055
1587,상자의 신발상자,2022/09,281.0,8.0,0.5326077322597089
1588,상자의 신발상자,2022/10,579.0,5.0,0.5316499971415054
1589,상자의 신발상자,2022/11,1099.0,7.0,0.5845958191990446
1590,상자의 신발상자,2022/12,97.0,5.0,0.5097563560890115
1591,상자의 신발상자,2023/01,118.0,5.0,0.5445599380366328
1592,상자의 신발상자,2023/02,55.0,3.0,0.4949635876850648
1593,상자의 신발상자,2023/03,54.0,4.0,0.5100087605840792
1594,상자의 신발상자,2023/04,303.0,6.0,0.5165881662611749
1595,상자의 신발상자,2023/05,45.0,3.0,0.4814361344213071
1596,상자의 신발상자,2023/06,131.0,8.0,0.5845604272885511
1597,상자의 신발상자,2023/07,165.0,9.0,0.5381614025075334
1598,상자의 신발상자,2023/08,294.0,11.0,0.42132995765277453
1599,새얀,2022/08,37.0,3.0,0.7248816896229983
1600,새얀,2022/09,136.0,4.0,0.6930940302206432
1601,새얀,2022/10,54.0,5.0,0.5384631384466145
1602,새얀,2022/11,30.0,3.0,0.6896899556741118
1603,새얀,2022/12,28.0,4.0,0.669142709502691
1604,새얀,2023/01,56.0,3.0,0.7732230277755593
1605,새얀,2023/02,49.0,4.0,0.6705595449165062
1606,새얀,2023/03,45.0,4.0,0.7037899713767203
1607,새얀,2023/04,70.0,5.0,0.7173297491159525
1608,새얀,2023/05,64.0,3.0,0.8041500194948547
1609,새얀,2023/06,4.0,1.0,0.7060912294047219
1610,새얀,2023/07,35.0,5.0,0.7576673906100424
1611,새얀,2023/08,88.0,3.0,0.7624035909042491
1612,샨토끼,2022/08,31.0,2.0,0.7705447160535388
1613,샨토끼,2022/09,84.0,4.0,0.515499042043555
1614,샨토끼,2022/10,65.0,3.0,0.7037445657927057
1615,샨토끼,2022/11,40.0,3.0,0.713311862438283
1616,샨토끼,2022/12,29.0,2.0,0.7842800194098626
1617,샨토끼,2023/01,48.0,2.0,0.7288856364849234
1618,샨토끼,2023/02,40.0,2.0,0.5880826654499525
1619,샨토끼,2023/03,45.0,3.0,0.7704048516421482
1620,샨토끼,2023/04,46.0,2.0,0.8039926792798417
1621,샨토끼,2023/05,35.0,2.0,0.730880088338228
1622,샨토끼,2023/06,37.0,3.0,0.7000179624763029
1623,샨토끼,2023/07,22.0,2.0,0.7072612770398458
1624,샨토끼,2023/08,38.0,2.0,0.7097749414606991
1625,서달로그,2022/08,0.0,0.0,
1626,서달로그,2022/09,0.0,0.0,
1627,서달로그,2022/10,0.0,0.0,
1628,서달로그,2022/11,0.0,0.0,
1629,서달로그,2022/12,0.0,0.0,
1630,서달로그,2023/01,0.0,0.0,
1631,서달로그,2023/02,0.0,0.0,
1632,서달로그,2023/03,9.0,2.0,0.5895669430494308
1633,서달로그,2023/04,19.0,3.0,0.5245315482219061
1634,서달로그,2023/05,0.0,0.0,
1635,서달로그,2023/06,0.0,0.0,
1636,서달로그,2023/07,0.0,0.0,
1637,서달로그,2023/08,0.0,0.0,
1638,서진온니SJonly,2022/08,5.0,1.0,0.5250543117523193
1639,서진온니SJonly,2022/09,0.0,0.0,
1640,서진온니SJonly,2022/10,0.0,0.0,
1641,서진온니SJonly,2022/11,0.0,0.0,
1642,서진온니SJonly,2022/12,0.0,0.0,
1643,서진온니SJonly,2023/01,0.0,0.0,
1644,서진온니SJonly,2023/02,0.0,0.0,
1645,서진온니SJonly,2023/03,0.0,0.0,
1646,서진온니SJonly,2023/04,0.0,0.0,
1647,서진온니SJonly,2023/05,0.0,0.0,
1648,서진온니SJonly,2023/06,0.0,0.0,
1649,서진온니SJonly,2023/07,0.0,0.0,
1650,서진온니SJonly,2023/08,0.0,0.0,
1651,세나킴의건강&뷰티,2022/08,69.0,13.0,0.8600274645365201
1652,세나킴의건강&뷰티,2022/09,50.0,7.0,0.8365877907723188
1653,세나킴의건강&뷰티,2022/10,57.0,9.0,0.812343288393854
1654,세나킴의건강&뷰티,2022/11,49.0,9.0,0.9007633846591819
1655,세나킴의건강&뷰티,2022/12,61.0,8.0,0.7950166102360796
1656,세나킴의건강&뷰티,2023/01,52.0,10.0,0.8266896282925326
1657,세나킴의건강&뷰티,2023/02,42.0,9.0,0.7239765380819638
1658,세나킴의건강&뷰티,2023/03,57.0,9.0,0.7590804623394478
1659,세나킴의건강&뷰티,2023/04,64.0,9.0,0.7992221008647572
1660,세나킴의건강&뷰티,2023/05,56.0,9.0,0.7674793509597128
1661,세나킴의건강&뷰티,2023/06,41.0,12.0,0.8852125523668347
1662,세나킴의건강&뷰티,2023/07,52.0,12.0,0.8065856793304769
1663,세나킴의건강&뷰티,2023/08,57.0,12.0,0.8315167285147167
1664,센트위키Season1,2022/08,0.0,0.0,
1665,센트위키Season1,2022/09,0.0,0.0,
1666,센트위키Season1,2022/10,0.0,0.0,
1667,센트위키Season1,2022/11,0.0,0.0,
1668,센트위키Season1,2022/12,3.0,3.0,0.6931183834870657
1669,센트위키Season1,2023/01,0.0,0.0,
1670,센트위키Season1,2023/02,0.0,0.0,
1671,센트위키Season1,2023/03,0.0,0.0,
1672,센트위키Season1,2023/04,0.0,0.0,
1673,센트위키Season1,2023/05,0.0,0.0,
1674,센트위키Season1,2023/06,0.0,0.0,
1675,센트위키Season1,2023/07,0.0,0.0,
1676,센트위키Season1,2023/08,0.0,0.0,
1677,셴나Shenna's,2022/08,5.0,1.0,0.8255407571792602
1678,셴나Shenna's,2022/09,6.0,1.0,0.7921174253736224
1679,셴나Shenna's,2022/10,11.0,2.0,0.5292467985834394
1680,셴나Shenna's,2022/11,9.0,2.0,0.6073836867625897
1681,셴나Shenna's,2022/12,10.0,2.0,0.42080295369738624
1682,셴나Shenna's,2023/01,0.0,0.0,
1683,셴나Shenna's,2023/02,0.0,0.0,
1684,셴나Shenna's,2023/03,0.0,0.0,
1685,셴나Shenna's,2023/04,6.0,1.0,0.3413016474246979
1686,셴나Shenna's,2023/05,0.0,0.0,
1687,셴나Shenna's,2023/06,0.0,0.0,
1688,셴나Shenna's,2023/07,0.0,0.0,
1689,셴나Shenna's,2023/08,0.0,0.0,
1690,소리쌤,2022/08,21.0,2.0,0.7473054619299041
1691,소리쌤,2022/09,0.0,0.0,
1692,소리쌤,2022/10,0.0,0.0,
1693,소리쌤,2022/11,0.0,0.0,
1694,소리쌤,2022/12,0.0,0.0,
1695,소리쌤,2023/01,0.0,0.0,
1696,소리쌤,2023/02,0.0,0.0,
1697,소리쌤,2023/03,11.0,1.0,0.6850583011453802
1698,소리쌤,2023/04,6.0,1.0,0.6760611113379983
1699,소리쌤,2023/05,11.0,3.0,0.8953560035337101
1700,소리쌤,2023/06,0.0,0.0,
1701,소리쌤,2023/07,2.0,1.0,0.038229476660490036
1702,소리쌤,2023/08,0.0,0.0,
1703,소연뷰티,2022/08,431.0,4.0,0.44293307609271076
1704,소연뷰티,2022/09,276.0,5.0,0.4117088915615425
1705,소연뷰티,2022/10,284.0,4.0,0.4171683447937244
1706,소연뷰티,2022/11,137.0,3.0,0.4153555364155572
1707,소연뷰티,2022/12,354.0,3.0,0.42550364538922236
1708,소연뷰티,2023/01,320.0,4.0,0.415124381428884
1709,소연뷰티,2023/02,151.0,3.0,0.42523624513630576
1710,소연뷰티,2023/03,392.0,4.0,0.44533765270854486
1711,소연뷰티,2023/04,286.0,3.0,0.45471848750893407
1712,소연뷰티,2023/05,192.0,2.0,0.46868293899478336
1713,소연뷰티,2023/06,161.0,2.0,0.4178861904687978
1714,소연뷰티,2023/07,63.0,2.0,0.41399956078130484
1715,소연뷰티,2023/08,0.0,2.0,
1716,소의튜브,2022/08,660.0,8.0,0.6136300353912837
1717,소의튜브,2022/09,646.0,8.0,0.6541712996873823
1718,소의튜브,2022/10,482.0,7.0,0.5603556348457596
1719,소의튜브,2022/11,772.0,8.0,0.6217677737277802
1720,소의튜브,2022/12,338.0,7.0,0.5380019212658965
1721,소의튜브,2023/01,428.0,7.0,0.5580728160997253
1722,소의튜브,2023/02,471.0,7.0,0.638413068808042
1723,소의튜브,2023/03,574.0,8.0,0.617039923241206
1724,소의튜브,2023/04,674.0,8.0,0.6152022086108272
1725,소의튜브,2023/05,530.0,6.0,0.6343411160457045
1726,소의튜브,2023/06,427.0,7.0,0.6790800359956448
1727,소의튜브,2023/07,346.0,7.0,0.4801248469427269
1728,소의튜브,2023/08,534.0,6.0,0.5226138507981329
1729,송아현,2022/08,48.0,6.0,0.30773940065166444
1730,송아현,2022/09,6.0,4.0,0.7077433615922928
1731,송아현,2022/10,11.0,5.0,0.6801418284575145
1732,송아현,2022/11,16.0,10.0,0.5628108955346621
1733,송아현,2022/12,48.0,7.0,0.5590880466625094
1734,송아현,2023/01,14.0,5.0,0.48322892730886285
1735,송아현,2023/02,13.0,5.0,0.6558814033865928
1736,송아현,2023/03,66.0,8.0,0.6895881617555812
1737,송아현,2023/04,51.0,5.0,0.6206796653270722
1738,송아현,2023/05,51.0,11.0,0.6267984816006251
1739,송아현,2023/06,58.0,6.0,0.5026984832830877
1740,송아현,2023/07,53.0,10.0,0.6618825182014582
1741,송아현,2023/08,19.0,7.0,0.6787317150405475
1742,송이송이,2022/08,1654.0,7.0,0.8315246664060066
1743,송이송이,2022/09,1949.0,6.0,0.9197030648261121
1744,송이송이,2022/10,1304.0,7.0,0.813750324566539
1745,송이송이,2022/11,2056.0,8.0,0.8750618319265531
1746,송이송이,2022/12,300.0,6.0,0.7221036225323715
1747,송이송이,2023/01,898.0,7.0,0.8145469592009222
1748,송이송이,2023/02,1947.0,8.0,0.7962599112495888
1749,송이송이,2023/03,1307.0,9.0,0.8170870414540812
1750,송이송이,2023/04,1244.0,6.0,0.8394852952135426
1751,송이송이,2023/05,732.0,8.0,0.7659419157641111
1752,송이송이,2023/06,1467.0,6.0,0.854495899920357
1753,송이송이,2023/07,617.0,6.0,0.7539677670123371
1754,송이송이,2023/08,657.0,6.0,0.8068058646243551
1755,송필드,2022/08,765.0,8.0,0.6384182094494042
1756,송필드,2022/09,1109.0,9.0,0.6885504151000268
1757,송필드,2022/10,377.0,6.0,0.5285413061334611
1758,송필드,2022/11,1080.0,6.0,0.7886452482534692
1759,송필드,2022/12,808.0,4.0,0.8517853917715684
1760,송필드,2023/01,323.0,6.0,0.663047340640761
1761,송필드,2023/02,357.0,6.0,0.6098316736226381
1762,송필드,2023/03,783.0,10.0,0.6161519271911249
1763,송필드,2023/04,597.0,6.0,0.6756243534978903
1764,송필드,2023/05,391.0,6.0,0.694724374098583
1765,송필드,2023/06,689.0,9.0,0.6841140577086696
1766,송필드,2023/07,639.0,5.0,0.7942056351722084
1767,송필드,2023/08,304.0,6.0,0.7334980040681832
1768,수리Suri,2022/08,8.0,1.0,0.5282881822850969
1769,수리Suri,2022/09,1.0,1.0,0.5721160173416138
1770,수리Suri,2022/10,20.0,3.0,0.6492651214202245
1771,수리Suri,2022/11,5.0,1.0,0.37863595485687257
1772,수리Suri,2022/12,8.0,1.0,0.742221685392516
1773,수리Suri,2023/01,105.0,2.0,0.5715623318221319
1774,수리Suri,2023/02,13.0,1.0,0.5552769660949707
1775,수리Suri,2023/03,7.0,1.0,0.27927197969478107
1776,수리Suri,2023/04,6.0,1.0,0.7007020955735986
1777,수리Suri,2023/05,23.0,2.0,0.24949949547167746
1778,수리Suri,2023/06,24.0,1.0,0.6376683049731784
1779,수리Suri,2023/07,27.0,2.0,0.6603676774180852
1780,수리Suri,2023/08,8.0,1.0,0.37136734773715335
1781,수박온니,2022/08,221.0,7.0,0.6299132283331701
1782,수박온니,2022/09,261.0,6.0,0.5718873909379862
1783,수박온니,2022/10,303.0,8.0,0.8258448894207294
1784,수박온니,2022/11,146.0,6.0,0.7341512529055277
1785,수박온니,2022/12,219.0,8.0,0.7284638388469197
1786,수박온니,2023/01,138.0,4.0,0.7381230971259528
1787,수박온니,2023/02,335.0,9.0,0.807749142145512
1788,수박온니,2023/03,247.0,8.0,0.7844529504776001
1789,수박온니,2023/04,195.0,7.0,0.7806505934109071
1790,수박온니,2023/05,213.0,8.0,0.7705323854677899
1791,수박온니,2023/06,360.0,6.0,0.7572537541549264
1792,수박온니,2023/07,367.0,7.0,0.654386908735285
1793,수박온니,2023/08,264.0,8.0,0.716936330720086
1794,수성헤어,2022/08,3.0,2.0,0.2879909723997116
1795,수성헤어,2022/09,24.0,8.0,0.6844245677485186
1796,수성헤어,2022/10,0.0,0.0,
1797,수성헤어,2022/11,0.0,0.0,
1798,수성헤어,2022/12,0.0,0.0,
1799,수성헤어,2023/01,1.0,1.0,0.4077816903591156
1800,수성헤어,2023/02,0.0,0.0,
1801,수성헤어,2023/03,0.0,0.0,
1802,수성헤어,2023/04,0.0,0.0,
1803,수성헤어,2023/05,0.0,0.0,
1804,수성헤어,2023/06,0.0,0.0,
1805,수성헤어,2023/07,0.0,0.0,
1806,수성헤어,2023/08,0.0,0.0,
1807,수수하SOSOHA,2022/08,14.0,4.0,0.6262719348073006
1808,수수하SOSOHA,2022/09,28.0,5.0,0.6548956757591616
1809,수수하SOSOHA,2022/10,26.0,6.0,0.6021680998247724
1810,수수하SOSOHA,2022/11,17.0,5.0,0.8249167604371905
1811,수수하SOSOHA,2022/12,21.0,6.0,0.7689172801646319
1812,수수하SOSOHA,2023/01,13.0,4.0,0.8855726633753095
1813,수수하SOSOHA,2023/02,13.0,5.0,0.6165095704297224
1814,수수하SOSOHA,2023/03,11.0,3.0,0.8831158922268794
1815,수수하SOSOHA,2023/04,16.0,3.0,0.5659410832701502
1816,수수하SOSOHA,2023/05,13.0,4.0,0.893405556678772
1817,수수하SOSOHA,2023/06,6.0,3.0,0.8057803392410279
1818,수수하SOSOHA,2023/07,24.0,5.0,0.5759786023543432
1819,수수하SOSOHA,2023/08,9.0,3.0,0.7684801781878752
1820,수앤유Sooandyou,2022/08,154.0,3.0,0.8811430229409917
1821,수앤유Sooandyou,2022/09,59.0,1.0,0.8979763266832932
1822,수앤유Sooandyou,2022/10,194.0,4.0,0.8008602338146551
1823,수앤유Sooandyou,2022/11,196.0,3.0,0.6657229115048217
1824,수앤유Sooandyou,2022/12,285.0,5.0,0.6971951885912472
1825,수앤유Sooandyou,2023/01,553.0,3.0,0.8281299571118017
1826,수앤유Sooandyou,2023/02,396.0,4.0,0.6079093938604414
1827,수앤유Sooandyou,2023/03,223.0,5.0,0.7835814727842808
1828,수앤유Sooandyou,2023/04,171.0,4.0,0.7790750501712299
1829,수앤유Sooandyou,2023/05,276.0,4.0,0.7213856675617181
1830,수앤유Sooandyou,2023/06,165.0,4.0,0.8040446302038617
1831,수앤유Sooandyou,2023/07,222.0,5.0,0.7346029232117544
1832,수앤유Sooandyou,2023/08,366.0,4.0,0.8526030595790832
1833,숩니subni,2022/08,0.0,0.0,
1834,숩니subni,2022/09,0.0,0.0,
1835,숩니subni,2022/10,0.0,0.0,
1836,숩니subni,2022/11,0.0,0.0,
1837,숩니subni,2022/12,0.0,0.0,
1838,숩니subni,2023/01,0.0,0.0,
